company_a,company_b,representative_text_a,representative_text_b,representative_path_a,representative_path_b,category
DeepSeek,OpenAI,"information that your browser or device automatically sends when you use our services. log data includes your internet protocol address, browser type and settings, the date and time of your request, and how you interact with our services. log data usage information. we collect information regarding your use of the services, such as the features you use and the actions you take","information that your browser or device automatically sends when you use our services. log data includes your internet protocol address, browser type and settings, the date and time of your request, and how you interact with our services. usage data: we collect information about your use and activity across the services, such as the types of content that you view or engage with, the features you use and the actions you take",privacy_policies/new_unique_text_PP/DeepSeek_old_PP/20240520220020/DeepSeek%20Privacy%20Policy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20260210064516/index.txt,First-party Data Collection
Anthropic,OpenAI,we receive automatically from your use of the services when you,"we receive automatically from your use of the services: when you visit, use, or interact with the services, we receive the following information about your visit, use, or interactions (“technical information”): personal information we receive automatically from your use of the services",privacy_policies/new_unique_text_PP/Anthropic_PP/20240225205441/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231115012513/eu-privacy-policy.txt,Other
DeepSeek,OpenAI,"or our affiliates’, users’, or third parties’ rights","or our affiliates’, users’, or third parties’ rights",privacy_policies/new_unique_text_PP/DeepSeek_PP/20250214185351/deepseek-privacy-policy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,Third Party Sharing/Collection
AI21,OpenAI,with legal obligations and to protect the rights,"with legal obligations and to protect the rights, privacy, safety, or property of our users, us, our affiliates, or any third party to comply with legal obligations and to protect the rights",privacy_policies/new_unique_text_PP/AI21_PP/20250729000000/index.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,Third Party Sharing/Collection
Anthropic,xAI,"to recognize you, customize or personalize your experience","to recognize you, customize or personalize your experience",privacy_policies/new_unique_text_PP/Anthropic_old_PP/20230309171545/legal.txt,privacy_policies/new_unique_text_PP/xAI_PP/20260306150809/privacy-policy.txt,First-party Data Collection
OpenAI,xAI,from which your device accesses our services based,from which your device accesses our services based,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20241104000000/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250215010404/privacy-policy.txt,"User Access, Edit and Deletion"
Alibaba,xAI,"to provide you with a service you have requested or to comply with applicable legal, tax or accounting requirements). in certain circumstances, we may need to retain your personal data after your account has been deleted. the specific retention periods depend on the nature of the personal data and why it is collected and processed and the nature of the legal requirement. for example, we will retain your personal data when we have a legal obligation to do so","to provide you with a service you have requested or to comply with applicable legal requirements). in certain circumstances, we will need to keep your information for legal reasons after our contractual relationship has ended. the specific retention periods depend on the nature of the information and why it is collected and processed and the nature of the legal requirement. for example, we may retain your personal information: when we have a legal obligation to do so (e.g., if we receive a court order, we would retain your information for longer than our usual retention periods); when we have a legal obligation to do so",privacy_policies/new_unique_text_PP/Alibaba_PP/20250410000000/Qwen.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250103080755/privacy-policy.txt,Data Retention
DeepSeek,xAI,privacy rights that may be available to you include: privacy rights that may be available to you,privacy rights that may be available to you,privacy_policies/new_unique_text_PP/DeepSeek_PP/20260103103801/deepseek-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250215010404/privacy-policy.txt,"User Access, Edit and Deletion"
Anthropic,OpenAI,"you, such as processing your contact information to send you a technical announcement about the services.your consent when we ask for it to process your personal data for a specific purpose that we communicate to you, such as processing your contact information to send you certain forms of marketing communications. where necessary to perform a contract with","you, such as processing your contact information to send you a technical announcement about the services.your consent when we ask for it to process your personal data for a specific purpose that we communicate to you, such as processing your contact information to send you certain forms of marketing communications. where necessary to perform a contract with you, such as processing your contact information to send you a technical announcement about the services. your consent when we ask for it to process your personal data for a specific purpose that we communicate to you, such as processing your contact information to send you certain forms of marketing communications",privacy_policies/new_unique_text_PP/Anthropic_PP/20241219083518/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,First-party Data Collection
Anthropic,xAI,and enforcing violations of our terms including misuse,"and enforcing violations of our terms including misuse of services, fraud, abuse, and other trust and safety protocols; detecting, preventing, and enforcing violations of our terms including misuse",privacy_policies/new_unique_text_PP/Anthropic_PP/20240225205441/privacy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20241117131907/privacy-policy.txt,Data Security
Cohere,DeepSeek,contact us if you have any questions or,contact us if you have any questions or,privacy_policies/new_unique_text_PP/Cohere_old_PP/20210530222620/privacy.txt,privacy_policies/new_unique_text_PP/DeepSeek_old_PP/20231208073102/DeepSeek%20Privacy%20Policy.txt,Other
Anthropic,OpenAI,including to send you information about our services,including to send you information about our services,privacy_policies/new_unique_text_PP/Anthropic_PP/20241219083518/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20241104000000/eu-privacy-policy.txt,Other
Anthropic,xAI,"exceptions. please note that we cannot guarantee the factual accuracy of outputs. if outputs contain factually inaccurate personal data relating to you, you can submit a correction request and we will make every effort to correct this information—but due to the technical complexity of our","exceptions. please note that we cannot guarantee the factual accuracy of output from our models. if output contains factually inaccurate personal information relating to you, you can submit a correction request and we will make reasonable efforts to correct this information — but due to the technical complexity of our",privacy_policies/new_unique_text_PP/Anthropic_PP/20240225205441/privacy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250215010404/privacy-policy.txt,"User Access, Edit and Deletion"
Alibaba,OpenAI,"communication information: if you communicate with us, such as via email or our pages on social media sites, we may collect personal data such as your name, contact information, and the contents of the messages you send","communication information: if you communicate with us, such as via email or our pages on social media sites, we may collect personal data like your name, contact information, and the contents of the messages you send",privacy_policies/new_unique_text_PP/Alibaba_PP/20250425000000/Qwen.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20241104000000/eu-privacy-policy.txt,First-party Data Collection
