case_hash,occurrence_count,company_a,company_b,representative_text_a,representative_text_b,representative_path_a,representative_path_b,category
9fd65f604fa39e28bec7997d42848787d35b5c52,4,OpenAI,xAI,"to our affiliates, meaning an entity that controls, is controlled by, or is under common control with <PROVIDER>","to our affiliates, meaning an entity that controls, is controlled by, or is under common control with <PROVIDER>",OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,xAI_PP\20231106075325\privacy-policy.txt,Third-Party Sharing/Collection
9fe8b46cc22d48d801370db76204cd2c5f39503b,84,OpenAI,xAI,"to protect the safety, security, and integrity of our","to protect the safety, security, and integrity of our",OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,xAI_PP\20241110065240\privacy-policy.txt,Data Security
a0f1dd8b184f1ffa5a43da37655b7f8b68671d48,10,Anthropic,OpenAI,"a contract with you, such as processing your","a contract with you, such as processing your",Anthropic_PP\20241219083518\privacy.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Other
a1328e2cf9e45206e33f32c9077f336b4b67c31e,18,DeepSeek,OpenAI,"a note about accuracy: services like <PROVIDER> generate responses by reading a user’s request and, in response, predicting the words most likely to appear next. in some cases, the words most likely to appear next may not be the most factually accurate.for this reason, you should not rely on the factual accuracy of output from our models. if you notice that output contains factually inaccurate information about you and you would like to request a correction or removal of the information, you can submit these requests <EMAIL> we will consider your request based on applicable law and the technical capabilities of our models. for this reason, you should not rely on the factual accuracy of output from our models. if you notice that output contains factually inaccurate information about you and you would like","a note about accuracy: services like <PROVIDER> generate responses by reading a user’s request and, in response, predicting the words most likely to appear next. in some cases, the words most likely to appear next may not be the most factually accurate. for this reason, you should not rely on the factual accuracy of output from our models. if you notice that <PROVIDER> output contains factually inaccurate information about you and you would like",DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,User Access/Edit/Deletion
a1a2ea26bf238657accf411004263de70742681b,2,OpenAI,xAI,take special care in deciding what information you,take special care in deciding what information you,OpenAI_old_PP\20220323134726\privacy.txt,xAI_PP\20250124023459\privacy-policy.txt,Other
a2a98e1812fe131e746bc772272290e55a4c9614,21,Alibaba,OpenAI,"of our services, and to protect the security","of our services, and to protect the security",Alibaba_old_PP\20250120114200\Qwen.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Data Security
a389e7e1d9791a562d4f96711a810765244925d3,5,Cohere,DeepSeek,the contact information provided in the “contact us” section,the contact information provided in the “contact us” section,Cohere_old_PP\20210530222620\privacy.txt,DeepSeek_old_PP\20240323213732\DeepSeek%20Privacy%20Policy.txt,First-party Data Collection
a3a9bdbf27a09fb9f54e1f99d9dd88c4468a7e83,136,OpenAI,xAI,and linkedin. when you interact with our social,and linkedin. when you interact with our social,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,xAI_PP\20241110065240\privacy-policy.txt,Other
a3e86b091650c552e8c59258f23547b31f84ff45,20,DeepSeek,OpenAI,"or ""us"")respect your privacy and are strongly committed to keeping secure any information we obtain from you or about you.this privacy policy",or “us”) respect your privacy and are strongly committed to keeping secure any information we obtain from you or about you. this privacy policy,DeepSeek_old_PP\20240520220020\DeepSeek%20Privacy%20Policy.txt,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,Data Security
a3f6fa82c2bd235737509a601074a405a0c8ed71,36,DeepSeek,xAI,how we collect and use your personal information,how we collect and use your personal information,DeepSeek_old_PP\20231208073102\DeepSeek%20Privacy%20Policy.txt,xAI_PP\20231106075325\privacy-policy.txt,First-party Data Collection
a471e671a64456449085e566a5901fc9dfc7259c,1,OpenAI,xAI,"social media information: we have pages on social media sites like instagram, facebook, medium, x, youtube and linkedin. when you interact with our social media pages, we collect personal data that you choose to provide to us, such as your contact details (collectively, “social media information”). in addition, the companies that host our social media pages may provide us with aggregate information and analytics about our social media activity","social media information: we have pages on social media sites like instagram, facebook, medium, x, youtube, and linkedin. when you interact with our social media pages, we collect personal information that you choose to provide to us. in addition, the companies that host our social media pages may provide us with aggregate information and analytics about our social media activity",OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,xAI_PP\20250710000000\privacy-policy.txt,Third-Party Sharing/Collection
a562dd4206b4d05fc1adeda27a7e2a5e677bb359,40,Anthropic,DeepSeek,"to protect our business, employees and users from","to protect our business, employees and users from",Anthropic_PP\20240304151321\privacy.txt,DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,Data Security
a60303439cce18a1b45fcd40336d53e8965cfe5e,66,Anthropic,xAI,correct this information—but due to the technical,correct this information — but due to the technical,Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241110065240\privacy-policy.txt,User Access/Edit/Deletion
a649693145e332454daa26b056212bc7c42bd47c,20,DeepSeek,OpenAI,"users’, or third parties’ rights, safety, and property","users’, or third parties’ rights, safety, and property",DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Other
a681e4c2ce8a87014e2516fa0c441bb3263a30fa,5,DeepSeek,xAI,"our collection and use of your personal information as well as to request that we delete it, and potentially others. in certain circumstances, you can also ask us to provide additional information about our collection and use of your personal information",our collection and use of your personal information,DeepSeek_old_PP\20240323213732\DeepSeek%20Privacy%20Policy.txt,xAI_PP\20250103080755\privacy-policy.txt,First-party Data Collection
a7737d25e57b656a02b1cb628f76482acc3f1f29,16,Anthropic,OpenAI,personal information we receive automatically from your use of the,"personal information we receive automatically from your use of the services: when you visit, use, and interact with the services, we may receive the following information about your visit, use, or interactions (“technical information”): personal information we receive automatically from your use of the",Anthropic_old_PP\20230309171545\legal.txt,OpenAI_PP\20230314210410\privacy-policy.txt,Other
a7e7c241d079998e00d9740a18b462fc5db11ad8,1,AI21,OpenAI,"personal data on servers located outside of the <JURISDICTION> , <JURISDICTION> and the <JURISDICTION> for the purposes described in this privacy policy. this includes processing and storing your personal data in our facilities and servers in the <JURISDICTION> . while data protection law varies by country and some countries may not offer the same level of data protection as your","personal data on servers located outside of the <JURISDICTION> , <JURISDICTION> and the <JURISDICTION> for the purposes described in this privacy policy. this includes processing and storing your personal data in our facilities and servers in the <JURISDICTION> . while data protection law varies by country and these countries may not offer the same level of data protection as your",AI21_PP\20250729000000\index.txt,OpenAI_EU_PP\20241104000000\eu-privacy-policy.txt,International & Special Audiences
a8620c747baca6bae14e82e42ae641010df1173f,16,Anthropic,xAI,"of our terms including misuse of services, fraud","of our terms including misuse of services, fraud, abuse, and other trust and safety protocols; detecting, preventing, and enforcing violations of our terms including misuse of services, fraud",Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241117131907\privacy-policy.txt,Data Security
a878b47d5acc5c4183ce0fa2735e6bed7b6ad07f,10,Anthropic,OpenAI,"services, please email us <EMAIL> we will investigate","services, please email us <EMAIL> . we will investigate",Anthropic_PP\20240225205441\privacy.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Other
a8e71c3fd6150b66a0f9479c984d47d10a7c1fd9,9,AI21,OpenAI,in our facilities and servers in the <JURISDICTION>,in our facilities and servers in the <JURISDICTION>,AI21_PP\20250729000000\index.txt,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,International & Special Audiences
a8f3ff81ca19f8445bc5b062d62a3ccd30c47adf,6,Anthropic,xAI,collect your feedback (as defined in our terms,collect your feedback (as defined in our terms,Anthropic_old_PP\20230330164702\legal.txt,xAI_PP\20241110065240\privacy-policy.txt,First-party Data Collection
a909df8770aab156599373cb4fb326d63d60b107,21,Alibaba,OpenAI,"misuses of our services, and to protect the","misuses of our services, and to protect the",Alibaba_old_PP\20250120114200\Qwen.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Data Security
a91f785d3c10c3227464d7db13e32269c33f9ae2,9,Alibaba,xAI,"for details about our use of cookies, please","for details about our use of cookies, please",Alibaba_old_PP\20250120114200\Qwen.txt,xAI_PP\20250124023459\privacy-policy.txt,First-party Data Collection
a9f81a6ff90d184b84512a66e576148fa09abf8f,6,Alibaba,OpenAI,"our services are not directed to, or intended for, the individual under 18. we do not knowingly collect personal data from children under 13. if you have reason to believe that a child under 13 has provided personal data to us through the services, please contact our dpo via the contact details set out below. we will investigate any notification and, if appropriate, delete the personal data from our systems","our services are not directed to, or intended for, children under 13. we do not knowingly collect personal data from children under 13. if you have reason to believe that a child under 13 has provided personal data to <PROVIDER> through the services, please email us at <EMAIL> ⁠. we will investigate any notification and, if appropriate, delete the personal data from our systems",Alibaba_PP\20250410000000\Qwen.txt,OpenAI_EU_PP\20241104000000\eu-privacy-policy.txt,Children's Privacy
